,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation
,p@5,p@5,p@10,p@10,p@20,p@20,R-prec,R-prec,mAP,mAP,bpref,bpref,p@5,p@5,p@10,p@10,p@20,p@20,R-prec,R-prec,mAP,mAP,bpref,bpref
,avg,err,avg,err,avg,err,avg,err,avg,err,avg,err,avg,err,avg,err,avg,err,avg,err,avg,err,avg,err
sent2vec epoch=6,0.272,0.042,0.251,0.038,0.23,0.035,0.125,0.017,0.094,0.015,0.095,0.013999999999999999,0.519,0.009000000000000001,0.451,0.008,0.36700000000000005,0.006999999999999999,0.316,0.005,0.306,0.006,0.28300000000000003,0.006
sent2vec epoch=12,0.282,0.043,0.252,0.038,0.21899999999999997,0.033,0.10800000000000001,0.015,0.077,0.012,0.081,0.012,0.588,0.009000000000000001,0.514,0.008,0.41700000000000004,0.006999999999999999,0.363,0.005,0.354,0.006,0.33299999999999996,0.006
sent2vec epoch=18,0.28800000000000003,0.042,0.24600000000000002,0.037000000000000005,0.21600000000000003,0.033,0.099,0.013999999999999999,0.069,0.011000000000000001,0.073,0.011000000000000001,0.603,0.009000000000000001,0.525,0.008,0.425,0.006999999999999999,0.368,0.006,0.358,0.006,0.33899999999999997,0.006
sent2vec epoch=24,0.28800000000000003,0.043,0.242,0.036000000000000004,0.20800000000000002,0.032,0.09300000000000001,0.013000000000000001,0.065,0.011000000000000001,0.07,0.011000000000000001,0.606,0.009000000000000001,0.527,0.008,0.42700000000000005,0.006999999999999999,0.368,0.006,0.35600000000000004,0.006,0.33899999999999997,0.006
sent2vec epoch=30,0.282,0.043,0.24600000000000002,0.037000000000000005,0.204,0.032,0.092,0.013000000000000001,0.064,0.011000000000000001,0.068,0.011000000000000001,0.608,0.009000000000000001,0.527,0.008,0.425,0.006999999999999999,0.366,0.006,0.354,0.006,0.33799999999999997,0.006
sent2vec epoch=36,0.284,0.043,0.242,0.036000000000000004,0.205,0.032,0.091,0.013000000000000001,0.064,0.011000000000000001,0.068,0.011000000000000001,0.605,0.009000000000000001,0.526,0.008,0.423,0.006999999999999999,0.364,0.006,0.35100000000000003,0.006,0.336,0.006
sent2vec epoch=42,0.282,0.043,0.24,0.037000000000000005,0.205,0.033,0.09,0.013000000000000001,0.064,0.011000000000000001,0.068,0.011000000000000001,0.606,0.009000000000000001,0.525,0.008,0.42200000000000004,0.006999999999999999,0.36200000000000004,0.006,0.349,0.006,0.33399999999999996,0.006
sent2vec epoch=48,0.281,0.042,0.235,0.036000000000000004,0.20199999999999999,0.032,0.09,0.013000000000000001,0.063,0.011000000000000001,0.067,0.011000000000000001,0.604,0.009000000000000001,0.525,0.008,0.42100000000000004,0.006999999999999999,0.361,0.006,0.349,0.006,0.33399999999999996,0.006
sent2vec epoch=54,0.27699999999999997,0.042,0.235,0.036000000000000004,0.2,0.032,0.09,0.013000000000000001,0.064,0.011000000000000001,0.068,0.011000000000000001,0.603,0.009000000000000001,0.525,0.008,0.42,0.006999999999999999,0.361,0.006,0.348,0.006,0.33299999999999996,0.006
sent2vec epoch=60,0.276,0.042,0.23800000000000002,0.036000000000000004,0.201,0.032,0.09,0.013000000000000001,0.064,0.011000000000000001,0.068,0.011000000000000001,0.604,0.009000000000000001,0.524,0.008,0.42,0.006999999999999999,0.361,0.006,0.348,0.006,0.33299999999999996,0.006
