,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation
sent2vec epoch=9,0.293,0.044,0.268,0.041,0.243,0.038,0.15,0.021,0.125,0.019,0.118,0.018000000000000002,0.387,0.008,0.334,0.006999999999999999,0.274,0.006,0.23,0.005,0.212,0.005,0.195,0.005
sent2vec epoch=10,0.297,0.045,0.267,0.041,0.243,0.038,0.14800000000000002,0.02,0.124,0.019,0.117,0.018000000000000002,0.4,0.009000000000000001,0.345,0.006999999999999999,0.282,0.006,0.238,0.005,0.221,0.005,0.203,0.005
sent2vec epoch=11,0.28800000000000003,0.044,0.266,0.041,0.244,0.037000000000000005,0.149,0.02,0.123,0.019,0.116,0.018000000000000002,0.41,0.009000000000000001,0.355,0.008,0.289,0.006,0.245,0.005,0.229,0.005,0.211,0.005
sent2vec epoch=12,0.28300000000000003,0.044,0.27,0.041,0.245,0.037000000000000005,0.14800000000000002,0.02,0.122,0.018000000000000002,0.115,0.018000000000000002,0.421,0.009000000000000001,0.362,0.008,0.295,0.006999999999999999,0.251,0.005,0.236,0.005,0.21600000000000005,0.005
sent2vec epoch=13,0.284,0.044,0.269,0.041,0.245,0.037000000000000005,0.147,0.02,0.12,0.018000000000000002,0.115,0.018000000000000002,0.428,0.009000000000000001,0.369,0.008,0.301,0.006999999999999999,0.255,0.005,0.241,0.005,0.221,0.005
sent2vec epoch=14,0.281,0.043,0.266,0.04,0.245,0.037000000000000005,0.147,0.02,0.119,0.018000000000000002,0.114,0.018000000000000002,0.436,0.009000000000000001,0.375,0.008,0.304,0.006999999999999999,0.26,0.005,0.246,0.005,0.226,0.005
sent2vec epoch=15,0.28,0.043,0.265,0.04,0.244,0.037000000000000005,0.146,0.02,0.118,0.018000000000000002,0.113,0.017,0.442,0.009000000000000001,0.379,0.008,0.308,0.006999999999999999,0.263,0.005,0.251,0.005,0.23,0.005
sent2vec epoch=16,0.279,0.044,0.264,0.04,0.24,0.037000000000000005,0.145,0.02,0.116,0.018000000000000002,0.112,0.017,0.446,0.009000000000000001,0.383,0.008,0.312,0.006999999999999999,0.267,0.005,0.255,0.005,0.233,0.005
sent2vec epoch=17,0.28300000000000003,0.044,0.265,0.04,0.241,0.036000000000000004,0.14400000000000002,0.019,0.116,0.018000000000000002,0.112,0.017,0.45,0.009000000000000001,0.387,0.008,0.315,0.006999999999999999,0.27,0.005,0.258,0.006,0.237,0.005
sent2vec epoch=18,0.282,0.044,0.266,0.04,0.241,0.036000000000000004,0.14300000000000002,0.019,0.115,0.017,0.111,0.017,0.455,0.009000000000000001,0.39,0.008,0.318,0.006999999999999999,0.272,0.005,0.261,0.006,0.239,0.005
sent2vec epoch=19,0.282,0.044,0.264,0.04,0.241,0.036000000000000004,0.142,0.019,0.114,0.017,0.111,0.017,0.456,0.009000000000000001,0.393,0.008,0.32,0.006999999999999999,0.274,0.005,0.264,0.006,0.242,0.005
sent2vec epoch=20,0.282,0.043,0.262,0.039,0.239,0.036000000000000004,0.14300000000000002,0.019,0.113,0.017,0.11,0.017,0.459,0.009000000000000001,0.395,0.008,0.321,0.006999999999999999,0.276,0.005,0.265,0.006,0.244,0.005
sent2vec epoch=21,0.28,0.044,0.263,0.04,0.239,0.036000000000000004,0.142,0.019,0.112,0.017,0.109,0.017,0.462,0.009000000000000001,0.397,0.008,0.32299999999999995,0.006999999999999999,0.278,0.005,0.267,0.006,0.245,0.005
sent2vec epoch=22,0.282,0.044,0.267,0.04,0.235,0.036000000000000004,0.141,0.019,0.113,0.017,0.109,0.017,0.463,0.009000000000000001,0.399,0.008,0.324,0.006999999999999999,0.279,0.005,0.269,0.006,0.247,0.005
sent2vec epoch=23,0.277,0.043,0.262,0.04,0.236,0.036000000000000004,0.141,0.019,0.112,0.017,0.109,0.017,0.463,0.009000000000000001,0.399,0.008,0.326,0.006999999999999999,0.28,0.005,0.27,0.006,0.248,0.005
sent2vec epoch=24,0.277,0.043,0.265,0.04,0.237,0.036000000000000004,0.14,0.019,0.111,0.017,0.108,0.017,0.466,0.009000000000000001,0.401,0.008,0.326,0.006999999999999999,0.281,0.005,0.271,0.006,0.249,0.005
sent2vec epoch=25,0.277,0.043,0.262,0.04,0.236,0.036000000000000004,0.14,0.019,0.111,0.017,0.108,0.017,0.467,0.009000000000000001,0.402,0.008,0.327,0.006999999999999999,0.282,0.005,0.272,0.006,0.25,0.005
sent2vec epoch=26,0.28,0.043,0.26,0.04,0.237,0.036000000000000004,0.14,0.019,0.11,0.017,0.108,0.017,0.468,0.009000000000000001,0.403,0.008,0.328,0.006999999999999999,0.28300000000000003,0.005,0.273,0.006,0.251,0.006
sent2vec epoch=27,0.281,0.043,0.26,0.04,0.236,0.036000000000000004,0.14,0.019,0.11,0.017,0.107,0.017,0.468,0.009000000000000001,0.403,0.008,0.329,0.006999999999999999,0.28300000000000003,0.005,0.273,0.006,0.251,0.006
sent2vec epoch=28,0.279,0.043,0.261,0.04,0.235,0.036000000000000004,0.14,0.019,0.11,0.017,0.107,0.017,0.468,0.009000000000000001,0.404,0.008,0.329,0.006999999999999999,0.28300000000000003,0.005,0.274,0.006,0.252,0.006
sent2vec epoch=29,0.279,0.043,0.26,0.04,0.235,0.036000000000000004,0.139,0.019,0.109,0.017,0.107,0.016,0.469,0.009000000000000001,0.404,0.008,0.329,0.006999999999999999,0.284,0.005,0.274,0.006,0.252,0.006
sent2vec epoch=30,0.277,0.043,0.26,0.04,0.234,0.036000000000000004,0.139,0.019,0.109,0.017,0.107,0.016,0.468,0.009000000000000001,0.404,0.008,0.329,0.006999999999999999,0.284,0.005,0.275,0.006,0.252,0.006
sent2vec epoch=31,0.275,0.043,0.258,0.04,0.234,0.036000000000000004,0.138,0.019,0.109,0.017,0.106,0.016,0.469,0.009000000000000001,0.405,0.008,0.329,0.006999999999999999,0.284,0.005,0.275,0.006,0.252,0.006
sent2vec epoch=32,0.276,0.043,0.258,0.04,0.235,0.035,0.138,0.019,0.109,0.017,0.106,0.016,0.469,0.009000000000000001,0.404,0.008,0.329,0.006999999999999999,0.284,0.005,0.275,0.006,0.253,0.006
sent2vec epoch=33,0.277,0.043,0.258,0.04,0.234,0.035,0.139,0.019,0.109,0.017,0.107,0.016,0.469,0.009000000000000001,0.405,0.008,0.329,0.006999999999999999,0.284,0.005,0.275,0.006,0.253,0.006
sent2vec epoch=34,0.278,0.043,0.259,0.04,0.236,0.036000000000000004,0.138,0.019,0.109,0.017,0.106,0.016,0.469,0.009000000000000001,0.405,0.008,0.329,0.006999999999999999,0.284,0.005,0.275,0.006,0.253,0.006
sent2vec epoch=35,0.278,0.043,0.258,0.04,0.236,0.036000000000000004,0.138,0.019,0.109,0.017,0.106,0.016,0.469,0.009000000000000001,0.404,0.008,0.329,0.006999999999999999,0.284,0.005,0.275,0.006,0.253,0.006
sent2vec epoch=36,0.278,0.043,0.26,0.04,0.235,0.036000000000000004,0.138,0.019,0.109,0.017,0.106,0.016,0.468,0.009000000000000001,0.404,0.008,0.329,0.006999999999999999,0.284,0.005,0.275,0.006,0.253,0.006
sent2vec epoch=37,0.277,0.043,0.258,0.04,0.236,0.036000000000000004,0.138,0.019,0.109,0.017,0.106,0.016,0.468,0.009000000000000001,0.404,0.008,0.329,0.006999999999999999,0.28300000000000003,0.005,0.275,0.006,0.253,0.006
sent2vec epoch=38,0.277,0.043,0.257,0.04,0.236,0.036000000000000004,0.138,0.019,0.109,0.017,0.106,0.016,0.468,0.009000000000000001,0.404,0.008,0.329,0.006999999999999999,0.28300000000000003,0.005,0.275,0.006,0.253,0.006
sent2vec epoch=39,0.278,0.043,0.258,0.04,0.235,0.036000000000000004,0.138,0.019,0.109,0.017,0.106,0.016,0.468,0.009000000000000001,0.404,0.008,0.329,0.006999999999999999,0.28300000000000003,0.005,0.275,0.006,0.253,0.006
sent2vec epoch=40,0.278,0.043,0.258,0.04,0.235,0.036000000000000004,0.138,0.019,0.109,0.017,0.106,0.016,0.468,0.009000000000000001,0.404,0.008,0.329,0.006999999999999999,0.28300000000000003,0.005,0.275,0.006,0.253,0.006
