,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,general keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation,specific keywords validation
sent2vec epoch=18,0.275,0.043,0.254,0.039,0.23,0.035,0.131,0.018000000000000002,0.1,0.015,0.1,0.015,0.506,0.009000000000000001,0.43799999999999994,0.008,0.35700000000000004,0.006999999999999999,0.31,0.006,0.303,0.006,0.28,0.006
sent2vec epoch=20,0.275,0.042,0.256,0.039,0.231,0.035,0.128,0.017,0.098,0.015,0.098,0.015,0.51,0.009000000000000001,0.442,0.008,0.361,0.006999999999999999,0.314,0.006,0.307,0.006,0.28300000000000003,0.006
sent2vec epoch=22,0.28600000000000003,0.044000000000000004,0.253,0.039,0.23199999999999998,0.035,0.127,0.017,0.096,0.015,0.09699999999999999,0.015,0.512,0.009000000000000001,0.446,0.008,0.363,0.006999999999999999,0.317,0.006,0.309,0.006,0.28600000000000003,0.006
sent2vec epoch=24,0.281,0.043,0.255,0.038,0.231,0.035,0.126,0.017,0.095,0.015,0.096,0.015,0.514,0.009000000000000001,0.447,0.008,0.365,0.006999999999999999,0.318,0.006,0.311,0.006,0.28800000000000003,0.006
sent2vec epoch=26,0.282,0.043,0.255,0.039,0.23,0.035,0.124,0.017,0.09300000000000001,0.013999999999999999,0.095,0.015,0.515,0.009000000000000001,0.447,0.008,0.366,0.006999999999999999,0.319,0.006,0.312,0.006,0.289,0.006
sent2vec epoch=28,0.28600000000000003,0.043,0.254,0.039,0.22899999999999998,0.035,0.124,0.017,0.092,0.013999999999999999,0.094,0.013999999999999999,0.515,0.009000000000000001,0.447,0.008,0.366,0.006999999999999999,0.319,0.006,0.312,0.006,0.289,0.006
sent2vec epoch=30,0.278,0.042,0.252,0.039,0.226,0.035,0.12300000000000001,0.017,0.091,0.013999999999999999,0.09300000000000001,0.013999999999999999,0.515,0.009000000000000001,0.44799999999999995,0.008,0.366,0.006999999999999999,0.32,0.006,0.312,0.006,0.29,0.006
sent2vec epoch=32,0.28,0.043,0.252,0.038,0.23,0.035,0.122,0.017,0.091,0.013999999999999999,0.09300000000000001,0.013999999999999999,0.515,0.009000000000000001,0.447,0.008,0.366,0.006999999999999999,0.32,0.006,0.312,0.006,0.29,0.006
sent2vec epoch=34,0.278,0.042,0.251,0.038,0.23,0.035,0.122,0.017,0.09,0.013999999999999999,0.09300000000000001,0.013999999999999999,0.514,0.009000000000000001,0.447,0.008,0.366,0.006999999999999999,0.32,0.006,0.312,0.006,0.29,0.006
sent2vec epoch=36,0.275,0.042,0.251,0.038,0.22899999999999998,0.035,0.122,0.017,0.09,0.013999999999999999,0.092,0.013999999999999999,0.513,0.009000000000000001,0.446,0.008,0.365,0.006999999999999999,0.319,0.006,0.312,0.006,0.289,0.006
sent2vec epoch=38,0.275,0.042,0.252,0.038,0.22899999999999998,0.035,0.121,0.017,0.08900000000000001,0.013999999999999999,0.092,0.013999999999999999,0.513,0.009000000000000001,0.446,0.008,0.365,0.006999999999999999,0.319,0.006,0.311,0.006,0.289,0.006
sent2vec epoch=40,0.27899999999999997,0.043,0.251,0.038,0.22699999999999998,0.035,0.12,0.016,0.08900000000000001,0.013999999999999999,0.091,0.013999999999999999,0.512,0.009000000000000001,0.445,0.008,0.364,0.006999999999999999,0.318,0.006,0.311,0.006,0.28800000000000003,0.006
sent2vec epoch=42,0.27899999999999997,0.042,0.253,0.038,0.22699999999999998,0.035,0.12,0.016,0.08800000000000001,0.013999999999999999,0.091,0.013999999999999999,0.511,0.009000000000000001,0.444,0.008,0.364,0.006999999999999999,0.318,0.006,0.31,0.006,0.28800000000000003,0.006
sent2vec epoch=44,0.278,0.042,0.253,0.039,0.22699999999999998,0.035,0.12,0.016,0.08800000000000001,0.013999999999999999,0.091,0.013999999999999999,0.511,0.009000000000000001,0.444,0.008,0.363,0.006999999999999999,0.317,0.006,0.31,0.006,0.28800000000000003,0.006
sent2vec epoch=46,0.276,0.042,0.253,0.039,0.22699999999999998,0.035,0.12,0.016,0.08800000000000001,0.013999999999999999,0.091,0.013999999999999999,0.51,0.009000000000000001,0.444,0.008,0.363,0.006999999999999999,0.317,0.006,0.309,0.006,0.287,0.006
sent2vec epoch=48,0.27699999999999997,0.042,0.25,0.038,0.22699999999999998,0.035,0.12,0.016,0.08800000000000001,0.013999999999999999,0.09,0.013999999999999999,0.509,0.009000000000000001,0.444,0.008,0.363,0.006999999999999999,0.317,0.006,0.309,0.006,0.287,0.006
sent2vec epoch=50,0.27699999999999997,0.042,0.253,0.039,0.228,0.035,0.12,0.016,0.08800000000000001,0.013999999999999999,0.09,0.013999999999999999,0.509,0.009000000000000001,0.44299999999999995,0.008,0.36200000000000004,0.006999999999999999,0.316,0.006,0.309,0.006,0.287,0.006
sent2vec epoch=52,0.276,0.042,0.251,0.039,0.228,0.035,0.11900000000000001,0.016,0.08800000000000001,0.013999999999999999,0.09,0.013999999999999999,0.508,0.009000000000000001,0.44299999999999995,0.008,0.36200000000000004,0.006999999999999999,0.316,0.006,0.308,0.006,0.28600000000000003,0.006
sent2vec epoch=54,0.275,0.042,0.248,0.038,0.22699999999999998,0.035,0.12,0.016,0.08800000000000001,0.013999999999999999,0.09,0.013999999999999999,0.508,0.009000000000000001,0.44299999999999995,0.008,0.36200000000000004,0.006999999999999999,0.316,0.006,0.308,0.006,0.28600000000000003,0.006
sent2vec epoch=56,0.275,0.042,0.248,0.038,0.22699999999999998,0.035,0.12,0.016,0.08800000000000001,0.013999999999999999,0.09,0.013999999999999999,0.507,0.009000000000000001,0.44299999999999995,0.008,0.361,0.006999999999999999,0.315,0.006,0.308,0.006,0.28600000000000003,0.006
sent2vec epoch=58,0.276,0.042,0.248,0.038,0.22699999999999998,0.035,0.11900000000000001,0.016,0.08800000000000001,0.013999999999999999,0.09,0.013999999999999999,0.507,0.009000000000000001,0.442,0.008,0.361,0.006999999999999999,0.315,0.006,0.308,0.006,0.28600000000000003,0.006
